InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Month,DayOfWeek,Hour
546113,21114,LAVENDER SCENTED FABRIC HEART,5,2011-03-09 13:18:00,1.25,14344,United Kingdom,6.25,March,Wednesday,13
549555,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2011-04-10 12:52:00,0.85,13606,United Kingdom,10.2,April,Sunday,12
557315,48185,DOORMAT FAIRY CAKE,1,2011-06-19 16:02:00,7.95,15535,United Kingdom,7.95,June,Sunday,16
572030,23340,VINTAGE CHRISTMAS CAKE FRILL,12,2011-10-20 11:51:00,1.65,14923,United Kingdom,19.799999999999997,October,Thursday,11
551192,20978,36 PENCILS TUBE SKULLS,16,2011-04-27 10:54:00,1.25,16188,United Kingdom,20.0,April,Wednesday,10
554865,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-27 10:37:00,5.95,14280,United Kingdom,17.85,May,Friday,10
567183,22315,200 RED + WHITE BENDY STRAWS,2,2011-09-18 15:33:00,1.25,14769,United Kingdom,2.5,September,Sunday,15
567186,22070,SMALL RED RETROSPOT MUG IN BOX ,2,2011-09-18 16:04:00,3.75,17073,United Kingdom,7.5,September,Sunday,16
577033,23479,WIRE EGG BASKET ,1,2011-11-17 13:16:00,7.85,17797,United Kingdom,7.85,November,Thursday,13
580852,23581,JUMBO BAG PAISLEY PARK,10,2011-12-06 11:53:00,2.08,16790,United Kingdom,20.8,December,Tuesday,11
575589,21889,WOODEN BOX OF DOMINOES,12,2011-11-10 12:05:00,1.25,14262,United Kingdom,15.0,November,Thursday,12
564737,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-08-28 14:00:00,0.85,15312,United Kingdom,10.2,August,Sunday,14
560601,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-07-19 17:17:00,2.95,16764,United Kingdom,2.95,July,Tuesday,17
555875,22936,BAKING MOULD ROSE WHITE CHOCOLATE,1,2011-06-07 15:17:00,3.25,12748,United Kingdom,3.25,June,Tuesday,15
544070,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-02-15 14:19:00,0.85,15370,United Kingdom,8.5,February,Tuesday,14
576648,22662,LUNCH BAG DOLLY GIRL DESIGN,30,2011-11-16 10:32:00,1.65,14057,United Kingdom,49.5,November,Wednesday,10
556218,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-06-09 14:18:00,6.25,17731,United Kingdom,12.5,June,Thursday,14
580441,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-12-04 12:18:00,1.25,13808,United Kingdom,15.0,December,Sunday,12
549301,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-04-08 08:24:00,4.95,16643,United Kingdom,14.850000000000001,April,Friday,8
580904,23169,CLASSIC GLASS COOKIE JAR,1,2011-12-06 12:59:00,4.15,15311,United Kingdom,4.15,December,Tuesday,12
580054,22367,CHILDRENS APRON SPACEBOY DESIGN,3,2011-12-01 13:08:00,1.95,18122,United Kingdom,5.85,December,Thursday,13
548733,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-04 10:29:00,2.95,17648,United Kingdom,17.700000000000003,April,Monday,10
563538,23207,LUNCH BAG ALPHABET DESIGN,1,2011-08-17 11:48:00,1.65,17841,United Kingdom,1.65,August,Wednesday,11
542795,79000,MOROCCAN TEA GLASS,24,2011-02-01 10:59:00,0.85,18055,United Kingdom,20.4,February,Tuesday,10
546778,21159,MOODY BOY  DOOR HANGER ,3,2011-03-16 16:38:00,1.45,14572,United Kingdom,4.35,March,Wednesday,16
541302,22469,HEART OF WICKER SMALL,12,2011-01-17 14:18:00,1.65,13769,United Kingdom,19.799999999999997,January,Monday,14
560426,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-07-18 15:15:00,2.08,14038,United Kingdom,20.8,July,Monday,15
566024,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-09-08 12:51:00,2.95,13871,United Kingdom,23.6,September,Thursday,12
547223,21211,SET OF 72 SKULL PAPER  DOILIES,1,2011-03-21 15:10:00,1.45,12867,United Kingdom,1.45,March,Monday,15
562043,22605,WOODEN CROQUET GARDEN SET,1,2011-08-02 10:19:00,14.95,15342,United Kingdom,14.95,August,Tuesday,10
569635,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3,2011-10-05 12:13:00,0.83,12748,United Kingdom,2.4899999999999998,October,Wednesday,12
558315,23007, SPACEBOY BABY GIFT SET,1,2011-06-28 11:44:00,16.95,15065,United Kingdom,16.95,June,Tuesday,11
581474,72819,CUPID DESIGN SCENTED CANDLES,1,2011-12-08 20:01:00,1.25,12748,United Kingdom,1.25,December,Thursday,20
561472,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-07-27 13:15:00,4.95,14911,EIRE,19.8,July,Wednesday,13
567139,22828,REGENCY MIRROR WITH SHUTTERS,1,2011-09-16 14:45:00,165.0,13563,United Kingdom,165.0,September,Friday,14
551014,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-04-26 11:04:00,2.95,13209,United Kingdom,17.700000000000003,April,Tuesday,11
540550,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-01-10 09:11:00,1.25,12539,Spain,30.0,January,Monday,9
577406,21479,WHITE SKULL HOT WATER BOTTLE ,4,2011-11-20 10:36:00,4.25,12702,Germany,17.0,November,Sunday,10
562574,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-08-07 12:42:00,0.55,14903,United Kingdom,1.1,August,Sunday,12
545835,22861,EASTER TIN CHICKS IN GARDEN,1,2011-03-07 13:17:00,1.65,17654,United Kingdom,1.65,March,Monday,13
558075,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-06-24 17:07:00,4.15,17858,United Kingdom,33.2,June,Friday,17
551734,22664,TOY TIDY DOLLY GIRL DESIGN,5,2011-05-04 10:15:00,2.1,18178,United Kingdom,10.5,May,Wednesday,10
547867,22727,ALARM CLOCK BAKELIKE RED ,2,2011-03-27 13:56:00,3.75,13357,United Kingdom,7.5,March,Sunday,13
549120,22521,CHILDS GARDEN TROWEL PINK,2,2011-04-06 13:28:00,0.85,14587,United Kingdom,1.7,April,Wednesday,13
560265,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,24,2011-07-17 13:48:00,0.42,17863,United Kingdom,10.08,July,Sunday,13
546133,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-03-09 15:20:00,2.1,14291,United Kingdom,12.600000000000001,March,Wednesday,15
578994,22667,RECIPE BOX RETROSPOT ,6,2011-11-27 15:44:00,2.95,14911,EIRE,17.700000000000003,November,Sunday,15
574951,23284,DOORMAT KEEP CALM AND COME IN,2,2011-11-08 09:44:00,8.25,15763,United Kingdom,16.5,November,Tuesday,9
549953,22974,CHILDRENS DOLLY GIRL MUG,12,2011-04-13 13:15:00,1.65,12766,Portugal,19.799999999999997,April,Wednesday,13
580399,21115,ROSE CARAVAN DOORSTOP,2,2011-12-04 11:45:00,1.95,13471,United Kingdom,3.9,December,Sunday,11
544479,21245,GREEN POLKADOT PLATE ,96,2011-02-21 10:28:00,1.45,14646,Netherlands,139.2,February,Monday,10
576093,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,2011-11-14 09:05:00,0.39,17744,United Kingdom,4.68,November,Monday,9
536742,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2010-12-02 13:14:00,1.45,16916,United Kingdom,1.45,December,Thursday,13
537159,22765,NEWSPAPER STAND,1,2010-12-05 13:17:00,14.95,14527,United Kingdom,14.95,December,Sunday,13
547034,22193,RED DINER WALL CLOCK,2,2011-03-20 10:30:00,8.5,18229,United Kingdom,17.0,March,Sunday,10
551978,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-05-05 13:43:00,3.75,17527,United Kingdom,15.0,May,Thursday,13
548919,22357,KINGS CHOICE BISCUIT TIN,4,2011-04-05 10:18:00,4.25,13013,United Kingdom,17.0,April,Tuesday,10
564553,23295,SET OF 12 MINI LOAF BAKING CASES,2,2011-08-25 18:45:00,0.83,18200,United Kingdom,1.66,August,Thursday,18
543191,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-02-04 11:54:00,0.55,13137,United Kingdom,1.6500000000000001,February,Friday,11
541213,22718,CARD CAT AND TREE ,12,2011-01-14 13:28:00,0.42,15033,United Kingdom,5.04,January,Friday,13
576686,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-11-16 12:08:00,1.25,16916,United Kingdom,2.5,November,Wednesday,12
539038,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-12-15 14:45:00,2.95,15641,United Kingdom,17.700000000000003,December,Wednesday,14
556290,23096,PETIT TRAY CHIC,12,2011-06-10 09:23:00,1.65,17088,United Kingdom,19.799999999999997,June,Friday,9
575508,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2011-11-10 10:32:00,0.42,14646,Netherlands,100.8,November,Thursday,10
544341,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-02-18 09:43:00,2.1,13012,United Kingdom,25.200000000000003,February,Friday,9
561926,23245,SET OF 3 REGENCY CAKE TINS,8,2011-08-01 12:48:00,4.95,12749,United Kingdom,39.6,August,Monday,12
572037,23508,MINI PLAYING CARDS DOLLY GIRL ,12,2011-10-20 12:07:00,0.42,17365,United Kingdom,5.04,October,Thursday,12
568095,20764,ABSTRACT CIRCLES SKETCHBOOK ,4,2011-09-23 14:49:00,3.75,14911,EIRE,15.0,September,Friday,14
565846,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,2011-09-07 12:41:00,2.95,14606,United Kingdom,5.9,September,Wednesday,12
559535,23206,LUNCH BAG APPLE DESIGN,3,2011-07-10 12:16:00,1.65,17841,United Kingdom,4.949999999999999,July,Sunday,12
555744,35965,FOLKART HEART NAPKIN RINGS,24,2011-06-07 10:44:00,0.79,18072,United Kingdom,18.96,June,Tuesday,10
543382,47567B,TEA TIME KITCHEN APRON,1,2011-02-07 16:21:00,5.95,14030,United Kingdom,5.95,February,Monday,16
554356,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-05-24 09:25:00,2.95,12670,France,35.400000000000006,May,Tuesday,9
550712,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2011-04-20 11:06:00,2.25,15159,United Kingdom,13.5,April,Wednesday,11
570167,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-10-07 14:04:00,2.08,15615,United Kingdom,41.6,October,Friday,14
551250,47422,ASSORTED MONKEY SUCTION CUP HOOK,2,2011-04-27 12:00:00,0.42,17841,United Kingdom,0.84,April,Wednesday,12
572752,22624,IVORY KITCHEN SCALES,2,2011-10-25 17:22:00,8.5,17449,United Kingdom,17.0,October,Tuesday,17
568792,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-09-29 09:53:00,2.55,18192,United Kingdom,102.0,September,Thursday,9
574711,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-11-06 14:20:00,7.95,14517,United Kingdom,15.9,November,Sunday,14
536990,20728,LUNCH BAG CARS BLUE,14,2010-12-03 15:14:00,1.65,12793,Portugal,23.099999999999998,December,Friday,15
537871,82582,AREA PATROLLED METAL SIGN,1,2010-12-08 17:20:00,2.1,12748,United Kingdom,2.1,December,Wednesday,17
568321,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-09-26 13:36:00,0.55,13639,United Kingdom,13.200000000000001,September,Monday,13
540364,20832,RED FLOCK LOVE HEART PHOTO FRAME,4,2011-01-06 16:03:00,0.85,14505,United Kingdom,3.4,January,Thursday,16
562560,84569A,PACK 3 IRON ON DOG PATCHES,12,2011-08-05 17:12:00,1.25,14156,EIRE,15.0,August,Friday,17
538169,22470,HEART OF WICKER LARGE,4,2010-12-09 19:28:00,2.95,13230,United Kingdom,11.8,December,Thursday,19
548968,21903,MAN FLU METAL SIGN,12,2011-04-05 10:58:00,2.1,12744,Singapore,25.200000000000003,April,Tuesday,10
566255,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-09-11 12:23:00,0.42,13324,United Kingdom,50.4,September,Sunday,12
564535,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2011-08-25 15:10:00,1.65,18075,United Kingdom,19.799999999999997,August,Thursday,15
554016,23201,JUMBO BAG ALPHABET,4,2011-05-20 13:14:00,2.08,13243,United Kingdom,8.32,May,Friday,13
561430,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-27 11:29:00,1.65,15172,United Kingdom,16.5,July,Wednesday,11
574722,85061W,WHITE JEWELLED HEART DECORATION,6,2011-11-06 14:45:00,0.85,14502,United Kingdom,5.1,November,Sunday,14
573387,22981,PANTRY APPLE CORER,1,2011-10-30 14:33:00,1.45,15054,United Kingdom,1.45,October,Sunday,14
549575,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,2011-04-10 16:04:00,4.65,13956,United Kingdom,9.3,April,Sunday,16
550968,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-04-21 16:59:00,2.1,14961,United Kingdom,12.600000000000001,April,Thursday,16
559861,22033,BOTANICAL ROSE GREETING CARD,48,2011-07-13 10:27:00,0.42,15895,United Kingdom,20.16,July,Wednesday,10
573913,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-11-01 15:49:00,0.39,17653,United Kingdom,9.36,November,Tuesday,15
574297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-03 15:54:00,2.95,16602,United Kingdom,17.700000000000003,November,Thursday,15
555533,21621,VINTAGE UNION JACK BUNTING,6,2011-06-05 12:12:00,8.5,15722,United Kingdom,51.0,June,Sunday,12
559174,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,2011-07-07 10:04:00,1.25,18263,United Kingdom,15.0,July,Thursday,10
561715,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-07-29 12:03:00,0.42,13102,United Kingdom,10.08,July,Friday,12
574740,22510,GINGHAM BABUSHKA DOORSTOP,12,2011-11-06 16:07:00,3.75,12357,Switzerland,45.0,November,Sunday,16
574331,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-04 09:24:00,1.65,13178,United Kingdom,16.5,November,Friday,9
570348,23439,HAND WARMER RED LOVE HEART,12,2011-10-10 12:28:00,2.1,16982,United Kingdom,25.200000000000003,October,Monday,12
573945,22694,WICKER STAR ,12,2011-11-02 10:44:00,2.1,17663,United Kingdom,25.200000000000003,November,Wednesday,10
562200,22427,ENAMEL FLOWER JUG CREAM,3,2011-08-03 12:21:00,5.95,17719,United Kingdom,17.85,August,Wednesday,12
564039,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-08-22 12:40:00,4.15,12645,Germany,24.900000000000002,August,Monday,12
575086,22847,BREAD BIN DINER STYLE IVORY,2,2011-11-08 13:52:00,16.95,16618,United Kingdom,33.9,November,Tuesday,13
553935,21907,I'M ON HOLIDAY METAL SIGN,12,2011-05-20 10:32:00,2.1,15856,United Kingdom,25.200000000000003,May,Friday,10
568674,22119,PEACE WOODEN BLOCK LETTERS,3,2011-09-28 13:30:00,6.95,12708,Germany,20.85,September,Wednesday,13
556724,23206,LUNCH BAG APPLE DESIGN,10,2011-06-14 11:26:00,1.65,16745,United Kingdom,16.5,June,Tuesday,11
570672,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-10-11 14:52:00,2.1,12536,France,25.200000000000003,October,Tuesday,14
574962,23453,OVAL  MINI PORTRAIT FRAME,8,2011-11-08 10:26:00,1.95,15194,United Kingdom,15.6,November,Tuesday,10
566092,21181,PLEASE ONE PERSON METAL SIGN,12,2011-09-09 10:42:00,2.1,13823,United Kingdom,25.200000000000003,September,Friday,10
559525,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-07-10 10:30:00,0.55,16923,United Kingdom,1.6500000000000001,July,Sunday,10
558636,22908,PACK OF 20 NAPKINS RED APPLES,2,2011-06-30 19:58:00,0.85,14702,United Kingdom,1.7,June,Thursday,19
576236,22179,SET 10 NIGHT OWL LIGHTS,1,2011-11-14 13:31:00,6.75,13755,United Kingdom,6.75,November,Monday,13
573665,21888,BINGO SET,4,2011-10-31 16:24:00,3.75,13982,United Kingdom,15.0,October,Monday,16
578068,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-11-22 15:45:00,1.65,14505,United Kingdom,1.65,November,Tuesday,15
575514,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-11-10 10:40:00,1.45,12541,Spain,17.4,November,Thursday,10
565117,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,2011-09-01 11:33:00,8.5,13089,United Kingdom,51.0,September,Thursday,11
578698,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-11-25 10:20:00,2.49,12620,France,14.940000000000001,November,Friday,10
567161,23316,RED REFECTORY CLOCK ,2,2011-09-18 10:46:00,9.95,15947,United Kingdom,19.9,September,Sunday,10
578944,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-11-27 13:41:00,1.95,16005,United Kingdom,3.9,November,Sunday,13
580400,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-12-04 11:50:00,2.95,16561,United Kingdom,17.700000000000003,December,Sunday,11
569027,23230,WRAP ALPHABET DESIGN,25,2011-09-30 10:19:00,0.42,13089,United Kingdom,10.5,September,Friday,10
566489,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-13 10:17:00,1.25,16814,United Kingdom,15.0,September,Tuesday,10
580777,21286,RETROSPOT CANDLE  LARGE,12,2011-12-06 11:06:00,0.59,14547,United Kingdom,7.08,December,Tuesday,11
577317,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-11-18 13:33:00,2.08,16426,United Kingdom,2.08,November,Friday,13
566049,23079,TOADSTOOL BEDSIDE LIGHT ,2,2011-09-08 14:28:00,8.95,15730,United Kingdom,17.9,September,Thursday,14
550942,22855,FINE WICKER HEART ,12,2011-04-21 15:51:00,1.25,16587,United Kingdom,15.0,April,Thursday,15
559133,23242,TREASURE TIN BUFFALO BILL ,22,2011-07-06 13:13:00,2.08,17861,United Kingdom,45.760000000000005,July,Wednesday,13
542087,22961,JAM MAKING SET PRINTED,12,2011-01-25 12:35:00,1.45,14849,United Kingdom,17.4,January,Tuesday,12
554671,20685,DOORMAT RED RETROSPOT,2,2011-05-25 15:47:00,7.95,14009,United Kingdom,15.9,May,Wednesday,15
539444,22074,6 RIBBONS SHIMMERING PINKS ,12,2010-12-17 15:52:00,1.65,14146,United Kingdom,19.799999999999997,December,Friday,15
572309,22632,HAND WARMER RED RETROSPOT,4,2011-10-23 15:29:00,2.1,14432,United Kingdom,8.4,October,Sunday,15
556792,22543,MINI JIGSAW BAKE A CAKE ,10,2011-06-14 13:52:00,0.42,17043,United Kingdom,4.2,June,Tuesday,13
576607,22818,CARD CHRISTMAS VILLAGE,24,2011-11-15 15:42:00,0.42,12474,Germany,10.08,November,Tuesday,15
541371,22077,6 RIBBONS RUSTIC CHARM,6,2011-01-17 14:51:00,1.65,13983,United Kingdom,9.899999999999999,January,Monday,14
556579,48184,DOORMAT ENGLISH ROSE ,2,2011-06-13 14:16:00,7.95,15069,United Kingdom,15.9,June,Monday,14
541675,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-20 13:49:00,2.95,12402,Belgium,17.700000000000003,January,Thursday,13
556479,22569,FELTCRAFT CUSHION BUTTERFLY,6,2011-06-12 12:50:00,3.75,16983,United Kingdom,22.5,June,Sunday,12
558711,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,2011-07-01 13:05:00,0.19,15483,United Kingdom,0.19,July,Friday,13
558704,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-07-01 12:50:00,3.75,17505,United Kingdom,15.0,July,Friday,12
558447,21931,JUMBO STORAGE BAG SUKI,100,2011-06-29 13:40:00,1.79,15311,United Kingdom,179.0,June,Wednesday,13
573665,23569,TRADTIONAL ALPHABET STAMP SET,12,2011-10-31 16:24:00,4.95,13982,United Kingdom,59.400000000000006,October,Monday,16
571201,22751,FELTCRAFT PRINCESS OLIVIA DOLL,12,2011-10-14 12:28:00,3.39,14937,Channel Islands,40.68,October,Friday,12
538201,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2010-12-10 11:12:00,2.95,15723,United Kingdom,2.95,December,Friday,11
567183,21577,SAVE THE PLANET COTTON TOTE BAG,4,2011-09-18 15:32:00,2.25,14769,United Kingdom,9.0,September,Sunday,15
570195,23203,JUMBO BAG VINTAGE DOILY ,20,2011-10-07 15:38:00,2.08,14825,United Kingdom,41.6,October,Friday,15
580389,22627,MINT KITCHEN SCALES,2,2011-12-04 10:35:00,8.5,12952,United Kingdom,17.0,December,Sunday,10
572035,21788,KIDS RAIN MAC BLUE,144,2011-10-20 12:03:00,0.65,14646,Netherlands,93.60000000000001,October,Thursday,12
566281,23235,STORAGE TIN VINTAGE LEAF,6,2011-09-11 14:15:00,2.89,12748,United Kingdom,17.34,September,Sunday,14
547892,22631,CIRCUS PARADE LUNCH BOX ,12,2011-03-28 10:15:00,1.95,12669,France,23.4,March,Monday,10
544398,21949,SET OF 6 STRAWBERRY CHOPSTICKS,6,2011-02-18 12:27:00,1.25,15311,United Kingdom,7.5,February,Friday,12
549614,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,2,2011-04-11 11:38:00,6.35,12720,Germany,12.7,April,Monday,11
538354,22432,WATERING CAN PINK BUNNY,6,2010-12-10 15:45:00,1.95,16873,United Kingdom,11.7,December,Friday,15
574305,21802,CHRISTMAS TREE HEART DECORATION,26,2011-11-03 16:30:00,0.42,18081,United Kingdom,10.92,November,Thursday,16
559661,21658,GLASS  BEURRE DISH,8,2011-07-11 13:22:00,3.95,18061,United Kingdom,31.6,July,Monday,13
578995,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2011-11-27 15:59:00,1.45,15861,United Kingdom,2.9,November,Sunday,15
552563,22718,CARD CAT AND TREE ,12,2011-05-10 11:54:00,0.42,17597,United Kingdom,5.04,May,Tuesday,11
571654,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-10-18 12:17:00,3.75,18118,United Kingdom,3.75,October,Tuesday,12
575740,22595,GINGHAM HEART DECORATION,12,2011-11-11 09:25:00,0.85,18130,United Kingdom,10.2,November,Friday,9
561926,22626,BLACK KITCHEN SCALES,2,2011-08-01 12:48:00,8.5,12749,United Kingdom,17.0,August,Monday,12
572872,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-10-26 13:27:00,4.95,15320,United Kingdom,9.9,October,Wednesday,13
564306,21280,VINTAGE KITCHEN PRINT VEGETABLES,12,2011-08-24 12:23:00,2.55,17865,United Kingdom,30.599999999999998,August,Wednesday,12
577527,22310,IVORY KNITTED MUG COSY ,3,2011-11-20 13:40:00,1.65,17523,United Kingdom,4.949999999999999,November,Sunday,13
580396,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,2011-12-04 11:00:00,2.89,13838,United Kingdom,2.89,December,Sunday,11
545696,22697,GREEN REGENCY TEACUP AND SAUCER,3,2011-03-06 14:21:00,2.95,15696,United Kingdom,8.850000000000001,March,Sunday,14
573122,22694,WICKER STAR ,2,2011-10-27 16:23:00,2.1,14357,United Kingdom,4.2,October,Thursday,16
554674,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,2011-05-25 16:01:00,1.25,14522,United Kingdom,1.25,May,Wednesday,16
540265,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-01-06 10:46:00,0.85,15271,United Kingdom,10.2,January,Thursday,10
554114,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,2011-05-22 15:00:00,3.75,15292,United Kingdom,3.75,May,Sunday,15
543350,22200,FRYING PAN PINK POLKADOT,1,2011-02-07 13:15:00,4.25,13809,Cyprus,4.25,February,Monday,13
550004,22649,STRAWBERRY FAIRY CAKE TEAPOT,16,2011-04-14 09:56:00,4.95,12569,Germany,79.2,April,Thursday,9
575939,22947,WOODEN ADVENT CALENDAR RED,5,2011-11-13 11:37:00,7.95,13004,United Kingdom,39.75,November,Sunday,11
567372,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-09-20 09:24:00,0.85,14191,United Kingdom,17.0,September,Tuesday,9
562575,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,2011-08-07 12:54:00,0.19,15411,United Kingdom,4.5600000000000005,August,Sunday,12
566976,85099F,JUMBO BAG STRAWBERRY,20,2011-09-16 09:27:00,2.08,15382,United Kingdom,41.6,September,Friday,9
563073,21790,VINTAGE SNAP CARDS,12,2011-08-11 15:56:00,0.85,18235,United Kingdom,10.2,August,Thursday,15
565225,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,2011-09-01 19:34:00,0.85,16808,United Kingdom,27.2,September,Thursday,19
553691,21408,SPOTTY PINK DUCK DOORSTOP,1,2011-05-18 14:08:00,4.25,15311,United Kingdom,4.25,May,Wednesday,14
543739,20828,GLITTER BUTTERFLY CLIPS,6,2011-02-11 12:49:00,2.55,15550,United Kingdom,15.299999999999999,February,Friday,12
571671,22079,RIBBON REEL HEARTS DESIGN ,2,2011-10-18 13:15:00,1.65,16940,United Kingdom,3.3,October,Tuesday,13
543981,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2011-02-15 08:18:00,2.95,15358,United Kingdom,17.700000000000003,February,Tuesday,8
579184,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-11-28 15:17:00,2.1,16746,United Kingdom,12.600000000000001,November,Monday,15
548315,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-30 12:34:00,10.95,16019,United Kingdom,175.2,March,Wednesday,12
565350,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,2011-09-02 14:42:00,2.1,14178,United Kingdom,2.1,September,Friday,14
569897,21407,BROWN CHECK CAT DOORSTOP ,1,2011-10-06 16:01:00,4.25,17813,United Kingdom,4.25,October,Thursday,16
561969,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-08-01 13:31:00,9.95,17757,United Kingdom,9.95,August,Monday,13
